token,transcription,pos,morphology,alt_transcription_1,alt_transcription_2,alt_transcription_3,update_info,freq,lemma,comment,number_of_years
tilstandsgrad,T IH2 L S T AH0 N S G R AA3 D,NN,SIN|IND|NOM|MAS,,,,Målfrid,1186,tilstandsgrad,,
tilstandsklasse,T IH2 L S T AH0 N S K L AH3 S AX0,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,3059,tilstandsklasse,,
tilstandsklassen,T IH2 L S T AH0 N S K L AH3 S NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1011,tilstandsklasse,,
tilstandsklassene,T IH2 L S T AH0 N S K L AH3 S NX0 AX0,NN,PLU|DEF|NOM|MAS-FEM,,,,Målfrid,897,tilstandsklasse,,
tilstandsklasser,T IH2 L S T AH0 N S K L AH3 S AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,5388,tilstandsklasse,,
tilstandsklassifisering,T IH2 L S T AH0 N S K L AH0 S IH0 F IH0 S EE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,846,tilstandsklassifisering,,
tilstandskontroll,T IH2 L S T AH0 N S K OH0 N T R OAH3 L,NN,SIN|IND|NOM|MAS,,,,Målfrid,1449,tilstandskontroll,,
tilsynsaktivitet,T IH2 L S YY0 N S AH0 K T IH0 V IH0 T EE3 T,NN,SIN|IND|NOM|MAS,,,,Målfrid,808,tilsynsaktivit,,
tilsynsaktiviteten,T IH2 L S YY0 N S AH0 K T IH0 V IH0 T EE3 T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1867,tilsynsaktivitete,,
tilsynsaktiviteter,T IH2 L S YY0 N S AH0 K T IH0 V IH0 T EE3 T AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,977,tilsynsaktivitete,,
tilsynsbesøket,T IH2 L S YY0 N S B AX0 S OE3 K AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,2371,tilsynsbesøk,,
tilsynserfaringer,T IH2 L S YY0 N S AX0 R F AA3 R IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,985,tilsynserfaringe,,
tilsynsetatene,T IH2 L S YY0 N S AX0 T AA3 T NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,Målfrid,1036,tilsynsetate,,
tilsynsetater,T IH2 L S YY0 N S AX0 T AA3 T AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,849,tilsynsetate,,
tilsynsforskriften,T IH2 L S YY0 N S F OAH0 RS K R IH3 F T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,868,tilsynsforskrifte,,
tilsynsfunksjon,T IH2 L S YY0 N S F UH0 NG SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,Målfrid,1203,tilsynsfunksjon,,
tilsynsmessig,T IH2 L S YY0 N S M EH3 S IH0,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,Målfrid,1777,tilsynsmessig,,
tilsynsmessige,T IH2 L S YY0 N S M EH3 S IH0 AX0,JJ,PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,Målfrid,965,tilsynsmessig,,
tilsynsmetodikk,T IH2 L S YY0 N S M AX0 T OH0 D IH3 K,NN,SIN|IND|NOM|MAS,,,,Målfrid,1663,tilsynsmetodikk,,
tilsynsmøtet,T IH2 L S YY0 N S M OE3 T AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,884,tilsynsmøt,,
tilsynsobjektene,T IH2 L S YY0 N S OAH0 B J EH3 K T NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,Målfrid,1139,tilsynsobjekte,,
tilsynsobjekter,T IH2 L S YY0 N S OAH0 B J EH3 K T AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,942,tilsynsobjekte,,
tilsynsområder,T IH2 L S YY0 N S OAH0 M R OA3 D AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,828,tilsynsområde,,
tilsynsoppgavene,T IH2 L S YY0 N S OAH0 P G AA3 V AX0 N AX0,NN,PLU|DEF|NOM|MAS-FEM,,,,Målfrid,1196,tilsynsoppgave,,
tilsynsplan,T IH2 L S YY0 N S P L AA3 N,NN,SIN|IND|NOM|MAS,,,,Målfrid,839,tilsynsplan,,
tilsynsprosjekt,T IH2 L S YY0 N S P R OH0 SJ EH3 K T,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,963,tilsynsprosjekt,,
tilsynssakene,T IH2 L S YY0 N S S AA3 K AX0 N AX0,NN,PLU|DEF|NOM|MAS-FEM,,,,Målfrid,826,tilsynssake,,
tilsynssensor,T IH2 L S YY0 N S S EH3 N S OH0 R,NN,SIN|IND|NOM|MAS,,,,Målfrid,1883,tilsynssensor,,
tilsynstidspunktet,T IH2 L S YY0 N S T IH0 D S P OH3 NG T AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,1085,tilsynstidspunkt,,
tilsynsvirksomhet,T IH2 L S YY0 N S V IH0 R K S OAH0 M H EE3 T,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,5824,tilsynsvirksomh,,
tiltaksanalyse,T IH2 L T AA0 K S AH0 N AH0 L YY3 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,876,tiltaksanalyse,,
tiltaksapparatet,T IH2 L T AA0 K S AH0 P AH0 R AA3 T AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,1187,tiltaksapparat,,
tiltaksarrangør,T IH2 L T AA0 K S AH0 R AH0 NG SJ OE3 R,NN,SIN|IND|NOM|MAS,,,,Målfrid,921,tiltaksarrangør,,
tiltaksarrangører,T IH2 L T AA0 K S AH0 R AH0 NG SJ OE3 R AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1099,tiltaksarrangøre,,
tiltaksdelt,T IH2 L T AA0 K S D EE3 L T,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,Målfrid,1346,tiltaksdelt,,
tiltaksdeltaker,T IH2 L T AA0 K S D EE0 L T AA3 K AX0 R,NN,SIN|IND|NOM|MAS,,,,Målfrid,2209,tiltaksdeltake,,
tiltaksdeltakere,T IH2 L T AA0 K S D EE0 L T AA3 K AX0 R AX0,NN,PLU|IND|NOM|MAS,,,,Målfrid,4976,tiltaksdeltaker,,
tiltaksgjennomføring,T IH2 L T AA0 K S J AX0 N OAH0 M F OE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,939,tiltaksgjennomføring,,
tiltaksgrense,T IH2 L T AA0 K S G R EH3 N S AX0,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1083,tiltaksgrense,,
tiltaksgrenser,T IH2 L T AA0 K S G R EH3 N S AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,997,tiltaksgrense,,
tiltaksgruppen,T IH2 L T AA0 K S G R UH3 P AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,2736,tiltaksgruppe,,
tiltakshavere,T IH2 L T AA0 K S H AA3 V AX0 R AX0,NN,PLU|IND|NOM|MAS,,,,Målfrid,2296,tiltakshaver,,
tiltakshaverne,T IH2 L T AA0 K S H AA3 V AX0 RN AX0,NN,PLU|DEF|NOM|MAS,,,,Målfrid,920,tiltakshaver,,
tiltakskategori,T IH2 L T AA0 K S K AH0 T AX0 G OH0 R II3,NN,SIN|IND|NOM|MAS,,,,Målfrid,1003,tiltakskategori,,
tiltakskort,T IH2 L T AA0 K S K OAH3 RT,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1465,tiltakskort,,
tiltakskostnad,T IH2 L T AA0 K S K OAH3 S T N AH0 D,NN,SIN|IND|NOM|MAS,,,,Målfrid,962,tiltakskostnad,,
tiltakskostnaden,T IH2 L T AA0 K S K OAH3 S T N AH0 D NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1260,tiltakskostnade,,
tiltakskostnader,T IH2 L T AA0 K S K OAH3 S T N AH0 D AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1432,tiltakskostnade,,
tiltaksliste,T IH2 L T AA0 K S L IH3 S T AX0,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1071,tiltakslist,,
tiltaksmidlene,T IH2 L T AA0 K S M IH3 D L NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,Målfrid,875,tiltaksmidle,,
tiltaksområdene,T IH2 L T AA0 K S OAH0 M R OA3 D NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,Målfrid,1967,tiltaksområde,,
tiltaksområdet,T IH2 L T AA0 K S OAH0 M R OA3 D AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,18517,tiltaksområd,,
tiltakspenger,T IH2 L T AA0 K S P EH3 NG AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1662,tiltakspenge,,
tiltaksplanene,T IH2 L T AA0 K S P L AA3 N NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,Målfrid,886,tiltaksplan,,
tiltaksvurdering,T IH2 L T AA0 K S V UH0 RD EE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,832,tiltaksvurdering,,
tilveiebringe,T IH0 L V AEJ2 AX0 B R IH3 NG AX0,VB,AKT|INF,,,,Målfrid,3827,tilveiebringe,,
tilveiebringelse,T IH0 L V AEJ2 AX0 B R IH3 NG LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,10588,tilveiebringelse,,
tilvirkningsverdi,T IH1 L V IH0 R K N IH0 NG S V AX0 RD II3,NN,SIN|IND|NOM|MAS,,,,Målfrid,843,tilvirkningsverdi,,
timeantall,T II2 M AX0 AH0 N T AH3 L,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,857,timeantall,,
timefordelingen,T II2 M AX0 F OAH0 RD EE3 L IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,2746,timefordeling,,
timelønnskostnader,T II2 M EE0 L OEH0 N S K OAH0 S T N AA3 D AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1346,timelønnskostnade,,
timesatsen,T II2 M AX0 S AH3 T S NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,873,timesats,,
timesatser,T II2 M AX0 S AH3 T S AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,866,timesats,,
tinglysingsloven,T IH2 NG L YY0 S IH0 NG S L OA3 V AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,2356,tinglysingslov,,
tingsinnskudd,T IH2 NG S IH0 N S K UH3 D,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1424,tingsinnskudd,,
tinnorganiske,T IH2 N OAH0 R G AA3 N IH0 S K AX0,JJ,PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,Målfrid,845,tinnorganisk,,
tjenestedata,T J EE2 N AX0 S T AX0 D AA3 T AH0,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,905,tjenestedate,,
tjenestedesign,T J EE2 N AX0 S T AX0 D AX0 S AJ3 N,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,2284,tjenestedesign,,
tjenestefortegnelse,T J EE2 N AX0 S T AX0 F OAH0 RT AEJ3 N LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,92397,tjenestefortegnelse,,
tjenestegruppe,T J EE2 N AX0 S T AX0 G R UH3 P AX0,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,2047,tjenestegruppe,,
tjenestegrupper,T J EE2 N AX0 S T AX0 G R UH3 P AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,1097,tjenestegruppe,,
tjenesteinnovasjon,T J EE2 N AX0 S T AX0 IH0 N OH0 V AH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,Målfrid,2333,tjenesteinnovasjon,,
tjenesteklasser,T J EE2 N AX0 S T AX0 K L AH3 S AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,33004,tjenesteklasse,,
tjenestekontrakter,T J EE2 N AX0 S T AX0 K OH0 N T R AH3 K T AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,965,tjenestekontrakte,,
tjenesteleveranser,T J EE2 N AX0 S T AX0 L AX0 V AX0 R AH3 NG S AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1686,tjenesteleveranse,,
tjenesteloven,T J EE2 N AX0 S T AX0 L OA3 V AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,2277,tjenestelove,,
tjenestemannsorganisasjonene,T J EE2 N AX0 S T AX0 M AH0 N S OAH0 R G AH0 N IH0 S AH0 SJ OO3 N NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,Målfrid,2745,tjenestemannsorganisasjone,,
tjenestemannsregister,T J EE2 N AX0 S T AX0 M AH0 N S R AX0 G IH3 S T AX0 R,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,856,tjenestemannsregiste,,
tjenestemottaker,T J EE2 N AX0 S T AX0 M OO0 T AA3 K AX0 R,NN,SIN|IND|NOM|MAS,,,,Målfrid,2993,tjenestemottake,,
tjenestemottakere,T J EE2 N AX0 S T AX0 M OO0 T AA3 K AX0 R AX0,NN,PLU|IND|NOM|MAS,,,,Målfrid,6916,tjenestemottakere,,
tjenestemottakeren,T J EE2 N AX0 S T AX0 M OO0 T AA3 K AX0 RNX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,3128,tjenestemottakere,,
tjenestemottakerens,T J EE2 N AX0 S T AX0 M OO0 T AA3 K AX0 RN RS,NN,SIN|DEF|GEN|MAS,,,,Målfrid,1287,tjenestemottakerens,,
tjenestemottakerne,T J EE2 N AX0 S T AX0 M OO0 T AA3 K AX0 RN AX0,NN,PLU|DEF|NOM|MAS,,,,Målfrid,2363,tjenestemottakerne,,
tjenestemottakers,T J EE2 N AX0 S T AX0 M OO0 T AA3 K AX0 RS,NN,SIN|IND|GEN|MAS,,,,Målfrid,971,tjenestemottakers,,
tjenestenivå,T J EE2 N AX0 S T AX0 N IH0 V OA3,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,2515,tjenestenivå,,
tjenestenivåene,T J EE2 N AX0 S T AX0 N IH0 V OA3 AX0 N AX0,NN,PLU|DEF|NOM|NEU,,,,Målfrid,808,tjenestenivåe,,
tjenesteområde,T J EE2 N AX0 S T AX0 OAH0 M R OA3 D AX0,NN,SIN|IND|NOM|NEU,,,,Målfrid,1514,tjenesteområde,,
tjenesteområdene,T J EE2 N AX0 S T AX0 OAH0 M R OA3 D NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,Målfrid,5724,tjenesteområde,,
tjenesteområdet,T J EE2 N AX0 S T AX0 OAH0 M R OA3 D AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,3295,tjenesteområd,,
tjenestepensjonsloven,T J EE2 N AX0 S T AX0 P AX0 N SJ OH0 N S L OA3 V AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,2437,tjenestepensjonslove,,
tjenestestatistikk,T J EE2 N AX0 S T AX0 S T AH0 T IH0 S T IH3 K,NN,SIN|IND|NOM|MAS,,,,Målfrid,933,tjenestestatistikk,,
tjenestestedene,T J EE2 N AX0 S T AX0 S T EE3 D NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,Målfrid,1143,tjenestested,,
tjenestestedet,T J EE2 N AX0 S T AX0 S T EE3 D AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,2146,tjenestested,,
tjenestetype,T J EE2 N AX0 S T AX0 T YY3 P AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1080,tjenestetype,,
tjenestetyper,T J EE2 N AX0 S T AX0 T YY3 P AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1257,tjenestetype,,
tjenesteutsetting,T J EE2 N AX0 S T AX0 UU0 T S EH3 T IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1280,tjenesteutsetting,,
tjenesteutvikling,T J EE2 N AX0 S T AX0 UU0 T V IH3 K L IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,6928,tjenesteutvikling,,
tjenesteutøvelse,T J EE2 N AX0 S T AX0 UU0 T OE3 V LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1701,tjenesteutøvelse,,
tjenesteutøvelsen,T J EE2 N AX0 S T AX0 UU0 T OE3 V LX0 S NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1310,tjenesteutøvelse,,
tjenestevirksomhet,T J EE2 N AX0 S T AX0 V IH0 R K S OAH0 M H EE3 T,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,857,tjenestevirksomh,,
tjenesteyterens,T J EE2 N AX0 S T AX0 YY3 T AX0 RN RS,NN,SIN|DEF|GEN|MAS,,,,Målfrid,1990,tjenesteyterens,,
tjenesteyterne,T J EE2 N AX0 S T AX0 YY3 T AX0 RN AX0,NN,PLU|DEF|NOM|MAS,,,,Målfrid,4374,tjenesteyter,,
tjønnaks,KJ OEH2 N AH3 K S,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1346,tjønnaks,,
toalettbruk,T OH0 AH0 L EH1 T B R UU3 K,NN,SIN|IND|NOM|MAS,,,,Målfrid,851,toalettbruk,,
toalettpreparater,T OH0 AH0 L EH1 T P R AX0 P AH0 R AA3 T AX0 R,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,897,toalettpreparate,,
tobakkvarer,T OH0 B AH1 K V AA3 R AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1372,tobakkvare,,
togekspeditøren,T OA2 G AX0 K S P AX0 D IH0 T OE3 RNX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,893,togekspeditøre,,
togframføring,T OA2 G F R AH0 M F OE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1304,togframføring,,
toglengde,T OA2 G L EH3 NG D AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,940,toglengde,,
togparkering,T OA2 G P AH0 R K EE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,864,togparkering,,
tolkebruk,T OAH2 L K AX0 B R UU3 K,NN,SIN|IND|NOM|MAS,,,,Målfrid,835,tolkebruk,,
tolkeoppdrag,T OAH2 L K AX0 OAH0 P D R AA3 G,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,956,tolkeoppdrag,,
tolkeregister,T OAH2 L K AX0 R AX0 G IH3 S T AX0 R,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,2207,tolkeregiste,,
tolkeutdanning,T OAH2 L K AX0 UU0 T D AH3 N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1259,tolkeutdanning,,
tolkningsproblemer,T OAH2 L K N IH0 NG S P R OH0 B L EE3 M AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,818,tolkningsproblem,,
tolkningstvil,T OAH2 L K N IH0 NG S T V II3 L,NN,SIN|IND|NOM|MAS,,,,Målfrid,1091,tolkningstvil,,
tolkningsuttalelse,T OAH2 L K N IH0 NG S UU0 T AA3 L LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1538,tolkningsuttalelse,,
tollbare,T OAH2 L B AA3 R AX0,JJ,PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,Målfrid,1136,tollbare,,
tolldeklarasjon,T OAH2 L D AX0 K L AH0 R AH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,Målfrid,916,tolldeklarasjon,,
tolldeklarasjonen,T OAH2 L D AX0 K L AH0 R AH0 SJ OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1362,tolldeklarasjon,,
tollforskriften,T OAH2 L F OAH0 RS K R IH3 F T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,2354,tollforskrifte,,
tollkreditten,T OAH2 L K R AX0 D IH3 T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,897,tollkreditte,,
tollkvoter,T OAH2 L K V OO3 T AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1815,tollkvote,,
tollmyndighetenes,T OAH2 L M YH0 N D IH0 H EE3 T NX0 AX0 S,NN,PLU|DEF|GEN|MAS,,,,Målfrid,927,tollmyndighetenes,,
tollnedsettelse,T OAH2 L N EE0 D S EH3 T LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1538,tollnedsettelse,,
tollnedsettelser,T OAH2 L N EE0 D S EH3 T LX0 S AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,2982,tollnedsettelse,,
tollområdet,T OAH2 L OAH0 M R OA3 D AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,1891,tollområd,,
tollregionen,T OAH2 L R AX0 G IH0 OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,5238,tollregione,,
tollvedtak,T OAH2 L V EE0 T AA3 K,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,3220,tollvedtak,,
tollverdien,T OAH2 L V AX0 RD II3 AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1133,tollverdie,,
tolvmånedersperiode,T OAH1 L M OA0 N AX0 D AX0 RS P AX0 R IH0 OO3 D AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1187,tolvmånedersperiode,,
toppbanner,T OAH2 P B AH3 N AX0 R,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,8763,toppbanne,,
toppkompetanse,T OAH2 P K OH0 M P AX0 T AH3 N S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1244,toppkompetanse,,
toppmasser,T OAH2 P M AH3 S AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,857,toppmasse,,
toppskarv,T OAH2 P S K AH3 R V,NN,SIN|IND|NOM|MAS,,,,Målfrid,913,toppskarv,,
toppskattegrunnlag,T OAH2 P S K AH0 T AX0 G R UH0 N L AA3 G,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1043,toppskattegrunnlag,,
toraks,T OO1 R AH0 K S,NN,SIN|IND|NOM|MAS,,,,Målfrid,821,toraks,,
torskefisk,T OAH2 RS K AX0 F IH3 S K,NN,SIN|IND|NOM|MAS,,,,Målfrid,1583,torskefisk,,
torsketrål,T OAH2 RS K AX0 T R OA3 L,NN,SIN|IND|NOM|MAS,,,,Målfrid,1759,torsketrål,,
torsketråltillatelse,T OAH2 RS K AX0 T R OA0 L T IH0 L AA3 T LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,3773,torsketråltillatelse,,
torvdekke,T OAH2 R V D EH3 K AX0,NN,SIN|IND|NOM|NEU,,,,Målfrid,2109,torvdekke,,
torvmark,T OAH2 R V M AH3 R K,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1121,torvmark,,
torvmose,T OAH2 R V M OO3 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1044,torvmose,,
torvmoser,T OAH2 R V M OO3 S AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1442,torvmose,,
toskaftbinding,T OO2 S K AH0 F T B IH3 N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1811,toskaftbinding,,
totalareal,T OH0 T AA1 L AH0 R AX0 AA3 L,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,4348,totalareal,,
totalarealet,T OH0 T AA1 L AH0 R AX0 AA3 L AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,2368,totalareal,,
totalbefolkningen,T OH0 T AA1 L B AX0 F OAH3 L K N IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1225,totalbefolkninge,,
totalbeløp,T OH0 T AA1 L B AX0 L OE3 P,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,930,totalbeløp,,
totaldødelighet,T OH0 T AA1 L D OE0 D AX0 L IH0 H EE3 T,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,916,totaldødeligh,,
totalentreprenøren,T OH0 T AA1 L AX0 N T R AX0 P R AX0 N OE3 RNX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1108,totalentreprenøre,,
totalfangsten,T OH0 T AA1 L F AH3 NG S T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,857,totalfangste,,
totalindikatoren,T OH0 T AA1 L IH0 N D IH0 K AA3 T OH0 RNX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,871,totalindikatore,,
totalinntekten,T OH0 T AA1 L IH0 N T EH3 K T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1085,totalinntekt,,
totalnivå,T OH0 T AA1 L N IH0 V OA3,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,2827,totalnivå,,
totaloverlevelse,T OH0 T AA1 L OA0 V AX0 RL EE3 V LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,7865,totaloverlevelse,,
totalporteføljen,T OH0 T AA1 L P OH0 RT AX0 F OEH3 L J AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1048,totalportefølje,,
totalregnskap,T OH0 T AA1 L R AEJ0 N S K AA3 P,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1561,totalregnskap,,
totalregnskapet,T OH0 T AA1 L R AEJ0 N S K AA3 P AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,1069,totalregnskap,,
totalsondering,T OH0 T AA1 L S OAH0 N D EE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,912,totalsondering,,
totalsonderinger,T OH0 T AA1 L S OAH0 N D EE3 R IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,1563,totalsonderinge,,
totaltelling,T OH0 T AA1 L T EH3 L IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,980,totaltelling,,
totaltellinger,T OH0 T AA1 L T EH3 L IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,880,totaltellinge,,
trafikantbetaling,T R AH0 F IH0 K AH1 N T B AX0 T AA3 L IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1161,trafikantbetaling,,
trafikantgruppe,T R AH0 F IH0 K AH1 N T G R UH3 P AX0,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,4928,trafikantgruppe,,
trafikantnytten,T R AH0 F IH0 K AH1 N T N YH3 T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1544,trafikantnytte,,
trafikkarbeid,T R AH0 F IH1 K AH0 R B AEJ3 D,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,2016,trafikkarbeid,,
trafikkarbeidet,T R AH0 F IH1 K AH0 R B AEJ3 D AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,2277,trafikkarbeid,,
trafikkmengder,T R AH0 F IH1 K M EH3 NG D AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1746,trafikkmengde,,
trafikkmåling,T R AH0 F IH1 K M OA3 L IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1668,trafikkmåling,,
transaksjonskostnadene,T R AH0 N S AH0 K SJ OO1 N S K OAH3 S T N AH0 D NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,Målfrid,1586,transaksjonskostnade,,
transaksjonstidspunktet,T R AH0 N S AH0 K SJ OO1 N S T IH0 D S P OH3 NG T AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,2031,transaksjonstidspunkt,,
transaksjonsverdien,T R AH0 N S AH0 K SJ OO1 N S V AX0 RD II3 AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1001,transaksjonsverdie,,
